,0,1
132,-82.470759,33.617126
133,-82.470349,33.621256
134,-82.470112,33.622621
135,-82.469614,33.62398
139,-82.467556,33.832469
140,-82.459947,33.837267
141,-82.457059,33.837939
142,-82.455487,33.836361
143,-82.450984,33.835703
144,-82.448076,33.835613
145,-82.440853,33.83995
3118,-82.43927,33.961779
3117,-82.43916,33.964171
146,-82.438871,33.839842
3102,-82.438312,33.982106
3112,-82.438222,33.973932
3111,-82.438048,33.974924
147,-82.438031,33.839363
3116,-82.437798,33.965782
3119,-82.437718,33.960077
3103,-82.437717,33.982099
3113,-82.43734,33.971044
3115,-82.437128,33.966969
3104,-82.437072,33.980061
3110,-82.436666,33.975773
3114,-82.436564,33.969307
3105,-82.435907,33.979228
3109,-82.435133,33.975719
148,-82.435061,33.836101
3106,-82.434484,33.977668
3108,-82.434269,33.97625
3107,-82.434139,33.976994
3120,-82.433921,33.95887
3121,-82.432735,33.957717
3122,-82.432671,33.957204
3123,-82.430582,33.952401
149,-82.430062,33.835637
3124,-82.429807,33.950664
3125,-82.429781,33.950635
3126,-82.429776,33.950629
150,-82.429546,33.835069
3127,-82.428773,33.949529
151,-82.428279,33.834248
152,-82.428272,33.834243
153,-82.426919,33.833366
3128,-82.426401,33.94811
154,-82.424549,33.832833
3129,-82.423447,33.946496
3130,-82.421528,33.94513
155,-82.421233,33.831554
3131,-82.419804,33.943534
156,-82.41893,33.829763
157,-82.417186,33.82829
3132,-82.416528,33.940236
3133,-82.414912,33.938463
158,-82.414605,33.825453
159,-82.414303,33.825409
3134,-82.414201,33.937682
3135,-82.411595,33.934083
3136,-82.41095,33.932488
3137,-82.407113,33.930642
3138,-82.400899,33.93092
3191,-82.397996,33.953613
3190,-82.397669,33.955473
3192,-82.397393,33.952655
3189,-82.396717,33.957385
3196,-82.394502,33.93839
3188,-82.394478,33.961477
3139,-82.394318,33.931533
3195,-82.394107,33.942394
3197,-82.393732,33.933995
3193,-82.393645,33.948541
3198,-82.393153,33.932028
3194,-82.392979,33.946184
3055,-82.392636,33.931461
3140,-82.392636,33.931461
3199,-82.392636,33.931461
3187,-82.391577,33.961403
3186,-82.391575,33.961403
3056,-82.39061,33.929828
3067,-82.390504,33.915512
3066,-82.390222,33.916238
3068,-82.390032,33.913811
3069,-82.389386,33.913102
3065,-82.389013,33.916981
3058,-82.388589,33.925539
3057,-82.388263,33.927398
3185,-82.387937,33.96131
3073,-82.38767,33.907076
3072,-82.38756,33.908581
3070,-82.387489,33.912497
3064,-82.387416,33.917298
3059,-82.386913,33.921922
3071,-82.386843,33.911788
3063,-82.385454,33.917066
3060,-82.385363,33.92022
3062,-82.384763,33.91749
3061,-82.384632,33.918234
3074,-82.384161,33.903369
3184,-82.383431,33.965432
3078,-82.382882,33.894862
3077,-82.382838,33.89511
3075,-82.381902,33.900442
3076,-82.381838,33.899929
3079,-82.38127,33.89176
3183,-82.380711,33.965996
3080,-82.380173,33.890111
3182,-82.379112,33.966756
3081,-82.37772,33.887415
3181,-82.377559,33.966382
3180,-82.376351,33.966239
3179,-82.375659,33.966663
3178,-82.375421,33.967141
3177,-82.375116,33.968877
3082,-82.374641,33.884771
3176,-82.374078,33.969513
3175,-82.372091,33.97029
3083,-82.370703,33.880886
3168,-82.370097,33.974611
3167,-82.369945,33.975479
3169,-82.369193,33.973618
3166,-82.36908,33.976009
3174,-82.368248,33.971101
3170,-82.367682,33.973438
3165,-82.367681,33.976516
3173,-82.367471,33.971135
3172,-82.366757,33.971683
3171,-82.366605,33.972551
3084,-82.366506,33.876716
3085,-82.36435,33.876861
3086,-82.36435,33.876861
3243,-82.36435,33.876861
3242,-82.364269,33.877676
3241,-82.364131,33.878071
3240,-82.363421,33.880112
3087,-82.36224,33.875577
3088,-82.361795,33.875376
3089,-82.361789,33.875373
3090,-82.361099,33.875061
3101,-82.359488,33.852005
3100,-82.35806,33.852926
3091,-82.358059,33.874827
3239,-82.356804,33.882898
3092,-82.356789,33.87417
3099,-82.356181,33.854855
3098,-82.35536,33.856023
3097,-82.354233,33.858928
3093,-82.354077,33.872075
3094,-82.353173,33.871082
3095,-82.352981,33.870426
3096,-82.352863,33.864968
3235,-82.351868,33.887257
3238,-82.351297,33.8844
3237,-82.351292,33.884403
3236,-82.35129,33.885289
3234,-82.34983,33.889846
177,-82.20115,33.646733
176,-82.20115,33.64678
175,-82.201123,33.649068
174,-82.201117,33.649515
173,-82.200807,33.651081
160,-82.200763,33.664255
161,-82.200524,33.66399
172,-82.200465,33.652802
171,-82.200459,33.652881
165,-82.20005,33.662015
166,-82.200014,33.661878
164,-82.199997,33.662232
167,-82.199946,33.661622
168,-82.199945,33.661616
169,-82.199867,33.661318
170,-82.199824,33.661156
162,-82.199777,33.663163
163,-82.199773,33.663159
179,-82.19859,33.637185
178,-82.19859,33.637186
180,-82.198123,33.636325
181,-82.197631,33.635421
182,-82.197628,33.635415
183,-82.195418,33.629707
184,-82.195416,33.629701
185,-82.19109,33.625949
186,-82.189079,33.62387
187,-82.182292,33.617983
188,-82.18,33.616187
189,-82.176807,33.614281
190,-82.171828,33.612919
191,-82.16601,33.611962
192,-82.164635,33.611922
193,-82.16425,33.611496
194,-82.162332,33.61074
195,-82.161219,33.610302
196,-82.160246,33.61021
197,-82.158794,33.610071
198,-82.157965,33.609516
199,-82.154022,33.606877
200,-82.154019,33.606875
201,-82.153788,33.60572
202,-82.152712,33.601801
203,-82.15271,33.601797
204,-82.149651,33.599038
205,-82.147646,33.59723
206,-82.144509,33.5944
207,-82.139922,33.592178
208,-82.137939,33.591598
209,-82.135255,33.590945
210,-82.135252,33.590944
211,-82.135246,33.590944
212,-82.134359,33.590826
213,-82.132316,33.590555
214,-82.13221,33.590513
215,-82.129183,33.590273
216,-82.126022,33.590776
217,-82.125505,33.591093
218,-82.123552,33.59301
219,-82.123551,33.593011
220,-82.123314,33.593244
221,-82.121556,33.594731
222,-82.118434,33.596316
223,-82.116175,33.596929
224,-82.11607,33.596892
3232,-82.048485,33.575386
3233,-82.048018,33.571946
3231,-82.047491,33.580079
3230,-82.045572,33.581365
3229,-82.042645,33.582275
3228,-82.04185,33.582431
3227,-82.040047,33.582211
3226,-82.038333,33.581495
225,-82.037015,33.553762
226,-82.036576,33.55325
3225,-82.036497,33.57975
227,-82.036242,33.552859
3224,-82.034994,33.579567
3206,-82.034981,33.599331
3205,-82.03498,33.599333
3207,-82.034469,33.598761
3204,-82.03413,33.601507
3216,-82.033994,33.585146
3215,-82.033749,33.58651
228,-82.033555,33.54822
3217,-82.033551,33.584211
3218,-82.033548,33.584205
3214,-82.03351,33.586988
3223,-82.033403,33.579879
3222,-82.032324,33.580761
3219,-82.032143,33.582642
3220,-82.03214,33.582639
3221,-82.031951,33.581982
229,-82.031563,33.545858
230,-82.03153,33.545819
231,-82.031024,33.544363
3208,-82.030556,33.595749
3213,-82.02976,33.589063
3209,-82.02897,33.595176
232,-82.028238,33.544933
3212,-82.028024,33.591892
3210,-82.027716,33.593633
3211,-82.027712,33.593628
3203,-82.027563,33.603873
3202,-82.027165,33.604454
233,-82.026858,33.541066
234,-82.024083,33.538572
235,-82.021525,33.535725
236,-82.019985,33.534903
237,-82.018837,33.534639
238,-82.017627,33.534361
239,-82.01583,33.533745
240,-82.012542,33.532151
241,-82.012402,33.531643
242,-82.012065,33.53139
243,-82.012059,33.531385
244,-82.011249,33.530776
245,-82.009865,33.529736
246,-82.009237,33.527251
247,-82.008964,33.526708
248,-82.008945,33.52667
249,-82.00855,33.525486
250,-82.008545,33.525253
251,-82.008526,33.524376
252,-82.007726,33.523485
253,-82.007548,33.523288
254,-82.00712,33.52281
255,-82.006496,33.522734
256,-82.005468,33.522608
257,-82.003606,33.521873
258,-82.002644,33.521248
259,-82.001895,33.520414
260,-82.001494,33.519966
262,-82.00102,33.518251
261,-82.001011,33.518387
263,-82.000422,33.515961
264,-81.999838,33.514834
265,-81.998177,33.511956
266,-81.996272,33.508048
267,-81.995249,33.506909
268,-81.993304,33.505783
269,-81.991688,33.503684
275,-81.990784,33.497617
270,-81.990604,33.50086
276,-81.990581,33.497437
274,-81.990508,33.498007
271,-81.990414,33.50014
272,-81.990412,33.500051
273,-81.990372,33.4982
277,-81.973979,33.482723
278,-81.973852,33.482611
279,-81.973647,33.482558
280,-81.973641,33.482557
281,-81.971396,33.481977
282,-81.969163,33.481401
283,-81.965396,33.480178
284,-81.959152,33.477597
285,-81.959146,33.477594
286,-81.958329,33.477257
287,-81.957975,33.47711
288,-81.957953,33.477116
289,-81.957653,33.477197
290,-81.957346,33.476855
291,-81.95727,33.47677
292,-81.955882,33.476018
293,-81.955285,33.475695
294,-81.95528,33.475692
295,-81.948189,33.47185
411,-81.946578,33.368476
412,-81.946435,33.367571
410,-81.946372,33.370471
409,-81.946371,33.370479
408,-81.946365,33.370484
369,-81.945799,33.40514
368,-81.945547,33.40739
407,-81.945443,33.371378
413,-81.945233,33.364888
367,-81.945003,33.40775
370,-81.944418,33.403448
406,-81.944411,33.372011
414,-81.943853,33.363196
405,-81.943445,33.372273
366,-81.943286,33.408886
371,-81.943016,33.40266
296,-81.942841,33.470051
365,-81.942654,33.409057
364,-81.942642,33.40906
363,-81.942625,33.409058
415,-81.942257,33.361858
362,-81.941116,33.408872
361,-81.940843,33.408838
428,-81.940382,33.345908
427,-81.940181,33.347024
429,-81.940171,33.345375
426,-81.939999,33.347215
360,-81.939802,33.408356
430,-81.939152,33.344235
404,-81.938614,33.372178
403,-81.938562,33.372177
372,-81.938404,33.400068
416,-81.938098,33.359444
431,-81.938021,33.343715
373,-81.93798,33.39983
425,-81.937915,33.349407
374,-81.936906,33.399226
417,-81.936884,33.358533
402,-81.936876,33.371335
432,-81.936823,33.343567
359,-81.936742,33.406938
418,-81.936558,33.358169
424,-81.935932,33.351064
419,-81.935737,33.357251
297,-81.93558,33.468649
401,-81.935218,33.369483
375,-81.935204,33.397622
423,-81.93511,33.35223
420,-81.934912,33.355881
421,-81.934816,33.355595
400,-81.934748,33.369118
376,-81.934633,33.396538
422,-81.934514,33.354691
433,-81.933955,33.34334
399,-81.933472,33.368127
398,-81.932768,33.367786
358,-81.932696,33.406439
377,-81.932483,33.38892
298,-81.932437,33.467375
328,-81.932379,33.426047
329,-81.932372,33.426023
378,-81.932371,33.38819
330,-81.932134,33.425191
327,-81.932044,33.427907
331,-81.932003,33.424733
380,-81.9319,33.383651
379,-81.931849,33.384786
381,-81.931578,33.382403
434,-81.931492,33.343416
382,-81.931388,33.38167
326,-81.931243,33.428949
383,-81.931088,33.380509
397,-81.93097,33.367564
384,-81.930939,33.380312
332,-81.930345,33.422881
357,-81.930164,33.406887
325,-81.929928,33.429864
299,-81.928918,33.464786
385,-81.928861,33.377572
386,-81.928568,33.377409
356,-81.928075,33.408277
324,-81.927737,33.430092
396,-81.926861,33.369972
300,-81.926748,33.462364
435,-81.926581,33.345331
436,-81.926553,33.345342
437,-81.926541,33.34534
355,-81.92654,33.409989
395,-81.926354,33.370626
387,-81.926215,33.376104
333,-81.926206,33.420342
394,-81.925187,33.37213
388,-81.925173,33.375088
393,-81.925066,33.372286
392,-81.925049,33.372378
334,-81.924893,33.419307
389,-81.92481,33.373819
391,-81.924804,33.37374
390,-81.924798,33.373774
301,-81.924669,33.459446
438,-81.924606,33.345101
354,-81.924173,33.412555
323,-81.924072,33.430473
335,-81.923645,33.418699
302,-81.923505,33.457401
439,-81.923348,33.344439
322,-81.923322,33.43038
353,-81.923261,33.412107
303,-81.922829,33.45605
336,-81.922445,33.418155
304,-81.921821,33.453137
352,-81.921421,33.410475
337,-81.921068,33.417419
440,-81.920777,33.341712
321,-81.920467,33.430915
305,-81.920214,33.45015
351,-81.919837,33.409643
441,-81.919655,33.340957
464,-81.919289,33.334683
465,-81.919063,33.333387
463,-81.918738,33.335441
442,-81.918673,33.340296
350,-81.918364,33.408715
306,-81.918308,33.447126
466,-81.918276,33.332656
462,-81.917937,33.336542
320,-81.91765,33.432088
461,-81.917637,33.337542
443,-81.917337,33.341342
460,-81.916637,33.338542
319,-81.916616,33.432721
349,-81.916476,33.408235
338,-81.916364,33.416123
318,-81.916188,33.433206
459,-81.916037,33.339342
444,-81.916037,33.342242
458,-81.915537,33.340742
317,-81.915503,33.433982
316,-81.915501,33.433984
445,-81.914937,33.343742
307,-81.91457,33.442355
446,-81.914537,33.344741
315,-81.914497,33.435121
348,-81.914284,33.408411
467,-81.91427,33.330259
457,-81.914237,33.341842
447,-81.914037,33.345641
314,-81.913931,33.436186
313,-81.913801,33.43643
312,-81.913769,33.436607
475,-81.913637,33.320942
339,-81.91358,33.415995
476,-81.913498,33.320457
308,-81.913452,33.440062
309,-81.91339,33.439673
310,-81.913389,33.439666
311,-81.913309,33.439157
448,-81.913259,33.346676
477,-81.913237,33.319542
456,-81.912637,33.342042
347,-81.912572,33.408811
474,-81.912337,33.322142
478,-81.912137,33.319142
340,-81.912028,33.415595
449,-81.911897,33.347148
455,-81.911637,33.342042
346,-81.911436,33.409499
473,-81.911337,33.322542
479,-81.910937,33.319342
450,-81.910802,33.347104
472,-81.910796,33.322774
341,-81.910764,33.415035
345,-81.91038,33.410411
454,-81.909962,33.342417
471,-81.909937,33.323142
342,-81.909884,33.414027
